"","ART_NUM","ART_START","ART_END","WORDS","DATE"
"5992",5992,350828,350869,167,18278
"5993",5993,350870,350942,754,18279
"5994",5994,350943,350992,461,18279
"5995",5995,350993,351043,578,18279
"5996",5996,351044,351120,748,18279
"5997",5997,351121,351162,225,18279
"5998",5998,351163,351201,364,18279
"5999",5999,351202,351236,330,18279
"6000",6000,351237,351300,635,18279
"6001",6001,351301,351382,918,18279
"6002",6002,351383,351456,647,18279
"6003",6003,351457,351514,368,18279
"6004",6004,351515,351596,775,18280
"6005",6005,351597,351643,332,18281
"6006",6006,351644,351698,423,18281
"6007",6007,351699,351759,442,18281
"6008",6008,351760,351809,336,18282
"6009",6009,351810,351850,334,18282
"6010",6010,351851,351908,423,18282
"6011",6011,351909,351972,449,18282
"6012",6012,351973,352022,388,18282
"6013",6013,352023,352070,360,18282
"6014",6014,352071,352128,428,18282
"6015",6015,352129,352189,574,18282
"6016",6016,352190,352258,720,18282
"6017",6017,352259,352303,215,18282
"6018",6018,352304,352346,736,18282
"6019",6019,352347,352401,883,18282
"6020",6020,352402,352462,509,18282
"6021",6021,352463,352543,777,18282
"6022",6022,352544,352586,398,18283
"6023",6023,352587,352633,329,18283
"6024",6024,352634,352713,1318,18283
"6025",6025,352714,352753,329,18283
"6026",6026,352754,352796,380,18283
"6027",6027,352797,352837,313,18283
"6028",6028,352838,352914,751,18283
"6029",6029,352915,352996,567,18283
"6030",6030,352997,353042,737,18283
"6031",6031,353043,353102,419,18283
"6032",6032,353103,353188,791,18283
"6033",6033,353189,353266,695,18283
"6034",6034,353267,353314,405,18283
"6035",6035,353315,353379,879,18284
"6036",6036,353380,353429,487,18284
"6037",6037,353430,353463,340,18284
"6038",6038,353464,353522,544,18284
"6039",6039,353523,353578,527,18284
"6040",6040,353579,353638,473,18284
"6041",6041,353639,353706,879,18284
"6042",6042,353707,353789,1317,18284
"6043",6043,353790,353873,654,18284
"6044",6044,353874,353915,311,18284
"6045",6045,353916,353950,316,18284
"6046",6046,353951,353991,322,18284
"6047",6047,353992,354051,441,18284
"6048",6048,354052,354123,923,18284
"6049",6049,354124,354174,345,18285
"6050",6050,354175,354229,630,18285
"6051",6051,354230,354263,101,18285
"6052",6052,354264,354339,973,18285
"6053",6053,354340,354426,694,18285
"6054",6054,354427,354488,545,18285
"6055",6055,354489,354523,325,18285
"6056",6056,354524,354582,533,18285
"6057",6057,354583,354656,813,18285
"6058",6058,354657,354714,380,18285
"6059",6059,354715,354769,389,18285
"6060",6060,354770,354811,123,18285
"6061",6061,354812,354891,768,18285
"6062",6062,354892,354956,533,18286
"6063",6063,354957,355021,575,18286
"6064",6064,355022,355084,735,18286
"6065",6065,355085,355144,566,18286
"6066",6066,355145,355200,484,18286
"6067",6067,355201,355273,809,18286
"6068",6068,355274,355331,405,18286
"6069",6069,355332,355408,651,18286
"6070",6070,355409,355497,903,18286
"6071",6071,355498,355541,222,18286
"6072",6072,355542,355597,383,18286
"6073",6073,355598,355689,702,18286
"6074",6074,355690,355749,565,18286
"6075",6075,355750,355815,546,18286
"6076",6076,355816,355878,565,18287
"6077",6077,355879,355942,486,18287
"6078",6078,355943,355998,311,18287
"6079",6079,355999,356053,523,18287
"6080",6080,356054,356131,819,18287
"6081",6081,356132,356192,415,18288
"6082",6082,356193,356261,769,18288
"6083",6083,356262,356304,435,18288
"6084",6084,356305,356359,448,18289
"6085",6085,356360,356409,465,18289
"6086",6086,356410,356484,916,18289
"6087",6087,356485,356530,442,18289
"6088",6088,356531,356576,437,18289
"6089",6089,356577,356640,396,18289
"6090",6090,356641,356698,403,18289
"6091",6091,356699,356774,886,18289
"6092",6092,356775,356831,648,18290
"6093",6093,356832,356885,529,18290
"6094",6094,356886,356948,547,18290
"6095",6095,356949,357001,408,18290
"6096",6096,357002,357054,420,18290
"6097",6097,357055,357147,1086,18290
"6098",6098,357148,357207,570,18290
"6099",6099,357208,357267,655,18290
"6100",6100,357268,357332,590,18290
"6101",6101,357333,357415,656,18290
"6102",6102,357416,357478,557,18290
"6103",6103,357479,357540,573,18290
"6104",6104,357541,357579,101,18290
"6105",6105,357580,357625,157,18290
"6106",6106,357626,357681,572,18290
"6107",6107,357682,357736,420,18291
"6108",6108,357737,357785,666,18291
"6109",6109,357786,357843,311,18291
"6110",6110,357844,357905,608,18291
"6111",6111,357906,357979,632,18291
"6112",6112,357980,358024,249,18292
"6113",6113,358025,358099,833,18292
"6114",6114,358100,358158,505,18292
"6115",6115,358159,358202,101,18292
"6116",6116,358203,358279,632,18292
"6117",6117,358280,358331,259,18292
"6118",6118,358332,358385,344,18292
"6119",6119,358386,358440,365,18293
"6120",6120,358441,358505,678,18293
"6121",6121,358506,358559,457,18293
"6122",6122,358560,358608,338,18293
"6123",6123,358609,358659,377,18293
"6124",6124,358660,358701,349,18293
"6125",6125,358702,358768,835,18293
"6126",6126,358769,358846,833,18293
"6127",6127,358847,358908,513,18293
"6128",6128,358909,358955,251,18293
"6129",6129,358956,359015,361,18293
"6130",6130,359016,359089,628,18293
"6131",6131,359090,359151,398,18293
"6132",6132,359152,359203,897,18294
"6133",6133,359204,359267,509,18294
"6134",6134,359268,359337,847,18294
"6135",6135,359338,359380,340,18294
"6136",6136,359381,359439,900,18294
"6137",6137,359440,359506,572,18296
"6138",6138,359507,359561,357,18296
"6139",6139,359562,359601,325,18296
"6140",6140,359602,359646,353,18296
"6141",6141,359647,359686,169,18296
"6142",6142,359687,359737,437,18297
"6143",6143,359738,359777,317,18297
"6144",6144,359778,359837,456,18297
"6145",6145,359838,359900,801,18297
"6146",6146,359901,359961,603,18297
"6147",6147,359962,360017,337,18297
"6148",6148,360018,360081,676,18297
"6149",6149,360082,360127,372,18297
"6150",6150,360128,360177,452,18297
"6151",6151,360178,360221,173,18297
"6152",6152,360222,360271,340,18297
"6153",6153,360272,360312,302,18297
"6154",6154,360313,360364,409,18297
"6155",6155,360365,360414,417,18297
"6156",6156,360415,360471,753,18298
"6157",6157,360472,360514,141,18298
"6158",6158,360515,360557,175,18298
"6159",6159,360558,360611,407,18298
"6160",6160,360612,360655,138,18298
"6161",6161,360656,360706,307,18299
"6162",6162,360707,360757,442,18299
"6163",6163,360758,360818,658,18299
"6164",6164,360819,360879,492,18299
"6165",6165,360880,360934,306,18299
"6166",6166,360935,360992,386,18299
"6167",6167,360993,361065,801,18300
"6168",6168,361066,361131,490,18300
"6169",6169,361132,361193,355,18300
"6170",6170,361194,361251,394,18300
"6171",6171,361252,361305,356,18300
"6172",6172,361306,361345,220,18301
"6173",6173,361346,361443,1192,18301
"6174",6174,361444,361489,403,18302
"6175",6175,361490,361549,644,18302
"6176",6176,361550,361598,498,18302
"6177",6177,361599,361649,484,18303
"6178",6178,361650,361710,453,18303
"6179",6179,361711,361752,338,18303
"6180",6180,361753,361809,390,18303
"6181",6181,361810,361864,381,18303
"6182",6182,361865,361912,388,18303
"6183",6183,361913,361972,417,18303
"6184",6184,361973,362022,238,18303
"6185",6185,362023,362083,686,18304
"6186",6186,362084,362123,345,18304
"6187",6187,362124,362164,256,18304
"6188",6188,362165,362203,281,18304
"6189",6189,362204,362252,311,18304
"6190",6190,362253,362315,492,18304
"6191",6191,362316,362385,663,18304
"6192",6192,362386,362430,266,18304
"6193",6193,362431,362501,973,18305
"6194",6194,362502,362537,344,18305
"6195",6195,362538,362600,609,18305
"6196",6196,362601,362664,698,18305
"6197",6197,362665,362712,161,18305
"6198",6198,362713,362751,62,18306
"6199",6199,362752,362814,655,18306
"6200",6200,362815,362861,317,18306
"6201",6201,362862,362930,589,18306
"6202",6202,362931,362995,481,18306
"6203",6203,362996,363046,312,18306
"6204",6204,363047,363083,346,18306
"6205",6205,363084,363153,626,18306
"6206",6206,363154,363202,309,18306
"6207",6207,363203,363261,493,18307
"6208",6208,363262,363326,505,18307
"6209",6209,363327,363389,480,18307
"6210",6210,363390,363451,451,18307
"6211",6211,363452,363505,322,18307
"6212",6212,363506,363557,352,18308
"6213",6213,363558,363625,916,18308
"6214",6214,363626,363686,411,18309
"6215",6215,363687,363739,735,18310
"6216",6216,363740,363803,598,18310
"6217",6217,363804,363850,598,18310
"6218",6218,363851,363904,503,18310
"6219",6219,363905,363966,606,18310
"6220",6220,363967,364016,205,18310
"6221",6221,364017,364061,343,18310
"6222",6222,364062,364133,898,18310
"6223",6223,364134,364203,944,18310
"6224",6224,364204,364275,947,18310
"6225",6225,364276,364332,243,18310
"6226",6226,364333,364378,352,18311
"6227",6227,364379,364442,443,18311
"6228",6228,364443,364493,425,18311
"6229",6229,364494,364536,172,18311
"6230",6230,364537,364588,401,18311
"6231",6231,364589,364645,443,18311
"6232",6232,364646,364702,409,18311
"6233",6233,364703,364751,380,18311
"6234",6234,364752,364794,465,18311
"6235",6235,364795,364853,425,18311
"6236",6236,364854,364893,350,18312
"6237",6237,364894,364935,349,18312
"6238",6238,364936,364988,474,18312
"6239",6239,364989,365051,494,18312
"6240",6240,365052,365090,153,18312
"6241",6241,365091,365147,436,18313
"6242",6242,365148,365203,444,18313
"6243",6243,365204,365265,482,18313
"6244",6244,365266,365309,160,18313
"6245",6245,365310,365393,1012,18314
"6246",6246,365394,365456,528,18314
"6247",6247,365457,365513,537,18314
"6248",6248,365514,365558,306,18314
"6249",6249,365559,365610,349,18315
"6250",6250,365611,365648,344,18317
"6251",6251,365649,365689,222,18317
"6252",6252,365690,365758,693,18317
"6253",6253,365759,365818,585,18317
"6254",6254,365819,365881,540,18317
"6255",6255,365882,365974,936,18317
"6256",6256,365975,366045,820,18317
"6257",6257,366046,366093,315,18317
"6258",6258,366094,366138,397,18317
"6259",6259,366139,366192,392,18317
"6260",6260,366193,366262,921,18317
"6261",6261,366263,366326,771,18317
"6262",6262,366327,366389,732,18318
"6263",6263,366390,366438,392,18318
"6264",6264,366439,366495,335,18318
"6265",6265,366496,366544,946,18318
"6266",6266,366545,366593,367,18318
"6267",6267,366594,366639,211,18318
"6268",6268,366640,366717,667,18318
"6269",6269,366718,366779,467,18318
"6270",6270,366780,366838,409,18318
"6271",6271,366839,366896,423,18319
"6272",6272,366897,366954,538,18319
"6273",6273,366955,367011,456,18319
"6274",6274,367012,367077,386,18319
"6275",6275,367078,367121,334,18319
"6276",6276,367122,367163,434,18319
"6277",6277,367164,367216,363,18320
"6278",6278,367217,367268,359,18320
"6279",6279,367269,367331,588,18320
"6280",6280,367332,367376,315,18320
"6281",6281,367377,367418,342,18321
"6282",6282,367419,367473,660,18321
"6283",6283,367474,367547,805,18321
"6284",6284,367548,367598,360,18321
"6285",6285,367599,367650,375,18321
"6286",6286,367651,367689,58,18322
"6287",6287,367690,367732,327,18322
"6288",6288,367733,367783,346,18322
"6289",6289,367784,367844,365,18323
"6290",6290,367845,367876,335,18324
"6291",6291,367877,367929,451,18324
"6292",6292,367930,367996,836,18324
"6293",6293,367997,368035,343,18324
"6294",6294,368036,368084,302,18324
"6295",6295,368085,368138,480,18325
"6296",6296,368139,368191,367,18325
"6297",6297,368192,368252,588,18325
"6298",6298,368253,368304,717,18325
"6299",6299,368305,368384,639,18325
"6300",6300,368385,368419,344,18325
"6301",6301,368420,368476,386,18325
"6302",6302,368477,368524,355,18325
"6303",6303,368525,368591,490,18325
"6304",6304,368592,368655,681,18325
"6305",6305,368656,368744,832,18326
"6306",6306,368745,368785,279,18326
"6307",6307,368786,368842,407,18326
"6308",6308,368843,368897,442,18326
"6309",6309,368898,368947,474,18326
"6310",6310,368948,368998,350,18326
"6311",6311,368999,369051,460,18326
"6312",6312,369052,369106,396,18326
"6313",6313,369107,369181,774,18326
"6314",6314,369182,369246,590,18326
"6315",6315,369247,369284,149,18326
"6316",6316,369285,369344,415,18326
"6317",6317,369345,369408,593,18326
"6318",6318,369409,369449,217,18327
"6319",6319,369450,369502,369,18327
"6320",6320,369503,369547,478,18327
"6321",6321,369548,369585,360,18327
"6322",6322,369586,369632,329,18327
"6323",6323,369633,369712,674,18327
"6324",6324,369713,369768,394,18327
"6325",6325,369769,369829,526,18327
"6326",6326,369830,369895,508,18328
"6327",6327,369896,369975,687,18328
"6328",6328,369976,370028,537,18328
"6329",6329,370029,370068,355,18328
"6330",6330,370069,370125,708,18328
"6331",6331,370126,370172,312,18329
"6332",6332,370173,370214,220,18329
"6333",6333,370215,370254,382,18330
"6334",6334,370255,370307,492,18330
"6335",6335,370308,370362,422,18331
"6336",6336,370363,370399,246,18331
"6337",6337,370400,370442,357,18331
"6338",6338,370443,370482,207,18331
"6339",6339,370483,370535,686,18332
"6340",6340,370536,370590,472,18332
"6341",6341,370591,370662,974,18332
"6342",6342,370663,370724,621,18332
"6343",6343,370725,370775,463,18332
"6344",6344,370776,370836,594,18332
"6345",6345,370837,370879,381,18332
"6346",6346,370880,370951,671,18332
"6347",6347,370952,371007,443,18332
"6348",6348,371008,371060,464,18333
"6349",6349,371061,371110,455,18333
"6350",6350,371111,371157,433,18333
"6351",6351,371158,371210,469,18333
"6352",6352,371211,371270,418,18333
"6353",6353,371271,371343,890,18334
"6354",6354,371344,371418,868,18334
"6355",6355,371419,371469,421,18334
"6356",6356,371470,371528,764,18334
"6357",6357,371529,371574,352,18334
"6358",6358,371575,371622,340,18334
"6359",6359,371623,371695,733,18335
"6360",6360,371696,371748,504,18335
"6361",6361,371749,371816,460,18335
"6362",6362,371817,371855,102,18336
"6363",6363,371856,371899,207,18336
"6364",6364,371900,371941,192,18337
"6365",6365,371942,372028,1198,18337
"6366",6366,372029,372069,333,18338
"6367",6367,372070,372111,241,18338
"6368",6368,372112,372166,378,18338
"6369",6369,372167,372213,463,18338
"6370",6370,372214,372267,368,18338
"6371",6371,372268,372320,393,18339
"6372",6372,372321,372377,573,18339
"6373",6373,372378,372419,341,18339
"6374",6374,372420,372472,553,18339
"6375",6375,372473,372519,257,18339
"6376",6376,372520,372601,682,18339
"6377",6377,372602,372656,439,18340
"6378",6378,372657,372711,372,18340
"6379",6379,372712,372763,371,18340
"6380",6380,372764,372814,318,18340
"6381",6381,372815,372883,516,18340
"6382",6382,372884,372933,348,18340
"6383",6383,372934,372987,353,18340
"6384",6384,372988,373041,462,18340
"6385",6385,373042,373104,534,18341
"6386",6386,373105,373167,512,18341
"6387",6387,373168,373226,545,18342
"6388",6388,373227,373284,1485,18343
"6389",6389,373285,373320,328,18344
"6390",6390,373321,373363,285,18344
"6391",6391,373364,373442,1204,18344
"6392",6392,373443,373494,548,18345
"6393",6393,373495,373541,479,18345
"6394",6394,373542,373598,612,18345
"6395",6395,373599,373656,482,18345
"6396",6396,373657,373715,622,18346
"6397",6397,373716,373769,334,18346
"6398",6398,373770,373856,857,18346
"6399",6399,373857,373937,1976,18346
"6400",6400,373938,374005,622,18346
"6401",6401,374006,374091,1980,18347
"6402",6402,374092,374171,759,18347
"6403",6403,374172,374219,523,18347
"6404",6404,374220,374283,495,18347
"6405",6405,374284,374340,524,18347
"6406",6406,374341,374393,442,18347
"6407",6407,374394,374450,643,18347
"6408",6408,374451,374503,492,18347
"6409",6409,374504,374556,513,18347
"6410",6410,374557,374606,406,18347
"6411",6411,374607,374674,617,18347
"6412",6412,374675,374729,424,18347
"6413",6413,374730,374784,431,18347
"6414",6414,374785,374823,309,18347
"6415",6415,374824,374864,191,18347
"6416",6416,374865,374919,638,18348
"6417",6417,374920,375007,1590,18348
"6418",6418,375008,375056,389,18348
"6419",6419,375057,375110,664,18348
"6420",6420,375111,375165,398,18348
"6421",6421,375166,375206,227,18348
"6422",6422,375207,375244,173,18348
"6423",6423,375245,375300,393,18348
"6424",6424,375301,375358,427,18348
"6425",6425,375359,375434,564,18348
"6426",6426,375435,375502,599,18348
"6427",6427,375503,375559,423,18348
"6428",6428,375560,375630,826,18349
"6429",6429,375631,375681,572,18349
"6430",6430,375682,375739,641,18349
"6431",6431,375740,375807,503,18349
"6432",6432,375808,375883,683,18349
"6433",6433,375884,375937,345,18349
"6434",6434,375938,375986,245,18349
"6435",6435,375987,376030,336,18350
"6436",6436,376031,376087,397,18350
"6437",6437,376088,376134,414,18351
"6438",6438,376135,376191,712,18351
"6439",6439,376192,376251,758,18351
"6440",6440,376252,376291,314,18351
"6441",6441,376292,376336,268,18352
"6442",6442,376337,376392,691,18352
"6443",6443,376393,376438,329,18352
"6444",6444,376439,376481,217,18352
"6445",6445,376482,376542,534,18353
"6446",6446,376543,376607,960,18353
"6447",6447,376608,376669,645,18354
"6448",6448,376670,376744,750,18354
"6449",6449,376745,376799,342,18354
"6450",6450,376800,376865,748,18354
"6451",6451,376866,376930,656,18355
"6452",6452,376931,376981,425,18355
"6453",6453,376982,377046,566,18355
"6454",6454,377047,377104,359,18355
"6455",6455,377105,377162,333,18356
"6456",6456,377163,377217,676,18356
"6457",6457,377218,377257,326,18356
"6458",6458,377258,377306,418,18357
"6459",6459,377307,377371,849,18357
"6460",6460,377372,377424,338,18358
"6461",6461,377425,377470,282,18358
"6462",6462,377471,377526,681,18358
"6463",6463,377527,377565,318,18359
"6464",6464,377566,377628,726,18359
"6465",6465,377629,377685,429,18359
"6466",6466,377686,377756,659,18359
"6467",6467,377757,377801,232,18359
"6468",6468,377802,377860,418,18359
"6469",6469,377861,377912,367,18359
"6470",6470,377913,377985,688,18359
"6471",6471,377986,378021,149,18359
"6472",6472,378022,378074,392,18360
"6473",6473,378075,378127,410,18360
"6474",6474,378128,378185,395,18360
"6475",6475,378186,378259,692,18360
"6476",6476,378260,378315,383,18360
"6477",6477,378316,378367,502,18360
"6478",6478,378368,378415,202,18361
"6479",6479,378416,378471,381,18361
"6480",6480,378472,378546,548,18361
"6481",6481,378547,378624,765,18361
"6482",6482,378625,378675,351,18361
"6483",6483,378676,378715,338,18361
"6484",6484,378716,378774,653,18361
"6485",6485,378775,378813,144,18361
"6486",6486,378814,378883,1067,18361
"6487",6487,378884,378937,440,18361
"6488",6488,378938,378985,443,18362
"6489",6489,378986,379045,862,18362
"6490",6490,379046,379089,408,18362
"6491",6491,379090,379148,761,18362
"6492",6492,379149,379187,254,18362
"6493",6493,379188,379242,593,18362
"6494",6494,379243,379312,670,18362
"6495",6495,379313,379371,462,18362
"6496",6496,379372,379422,287,18363
"6497",6497,379423,379484,929,18363
"6498",6498,379485,379535,410,18363
"6499",6499,379536,379595,501,18363
"6500",6500,379596,379639,285,18363
"6501",6501,379640,379684,369,18363
"6502",6502,379685,379724,192,18363
"6503",6503,379725,379780,417,18363
"6504",6504,379781,379832,507,18363
"6505",6505,379833,379880,306,18363
"6506",6506,379881,379928,297,18364
"6507",6507,379929,379974,218,18364
"6508",6508,379975,380020,286,18364
"6509",6509,380021,380071,225,18364
"6510",6510,380072,380117,261,18364
"6511",6511,380118,380182,928,18364
"6512",6512,380183,380235,404,18365
"6513",6513,380236,380298,1114,18366
"6514",6514,380299,380342,384,18366
"6515",6515,380343,380378,341,18366
"6516",6516,380379,380446,855,18366
"6517",6517,380447,380528,745,18366
"6518",6518,380529,380569,164,18367
"6519",6519,380570,380628,703,18367
"6520",6520,380629,380668,347,18367
"6521",6521,380669,380721,352,18367
"6522",6522,380722,380763,345,18367
"6523",6523,380764,380826,494,18367
"6524",6524,380827,380889,1060,18367
"6525",6525,380890,380928,307,18367
"6526",6526,380929,380986,594,18367
"6527",6527,380987,381048,424,18367
"6528",6528,381049,381091,175,18367
"6529",6529,381092,381142,342,18368
"6530",6530,381143,381221,945,18368
"6531",6531,381222,381279,502,18368
"6532",6532,381280,381323,405,18368
"6533",6533,381324,381370,318,18368
"6534",6534,381371,381425,400,18368
"6535",6535,381426,381468,330,18368
"6536",6536,381469,381530,489,18368
"6537",6537,381531,381577,322,18369
"6538",6538,381578,381628,493,18369
"6539",6539,381629,381667,230,18369
"6540",6540,381668,381743,837,18369
"6541",6541,381744,381794,494,18369
"6542",6542,381795,381835,132,18369
"6543",6543,381836,381901,663,18369
"6544",6544,381902,381961,417,18369
"6545",6545,381962,382011,322,18369
"6546",6546,382012,382058,242,18369
"6547",6547,382059,382110,389,18369
"6548",6548,382111,382174,412,18369
"6549",6549,382175,382244,698,18370
"6550",6550,382245,382298,490,18370
"6551",6551,382299,382361,463,18370
"6552",6552,382362,382416,506,18370
"6553",6553,382417,382479,561,18370
"6554",6554,382480,382551,801,18370
"6555",6555,382552,382600,502,18370
"6556",6556,382601,382653,653,18371
"6557",6557,382654,382704,435,18372
"6558",6558,382705,382757,376,18372
"6559",6559,382758,382826,828,18373
"6560",6560,382827,382864,350,18373
"6561",6561,382865,382941,1132,18373
"6562",6562,382942,382998,473,18373
"6563",6563,382999,383077,715,18373
"6564",6564,383078,383169,1266,18373
"6565",6565,383170,383228,515,18373
"6566",6566,383229,383284,480,18373
"6567",6567,383285,383323,275,18374
"6568",6568,383324,383400,1215,18374
"6569",6569,383401,383456,534,18374
"6570",6570,383457,383526,714,18374
"6571",6571,383527,383595,606,18374
"6572",6572,383596,383653,476,18374
"6573",6573,383654,383694,345,18374
"6574",6574,383695,383755,460,18375
"6575",6575,383756,383811,531,18375
"6576",6576,383812,383885,616,18375
"6577",6577,383886,383981,656,18375
"6578",6578,383982,384055,371,18375
"6579",6579,384056,384140,1007,18375
"6580",6580,384141,384190,379,18375
"6581",6581,384191,384230,333,18375
"6582",6582,384231,384273,452,18375
"6583",6583,384274,384324,452,18375
"6584",6584,384325,384378,440,18375
"6585",6585,384379,384429,361,18375
"6586",6586,384430,384493,564,18375
"6587",6587,384494,384542,388,18376
"6588",6588,384543,384613,699,18376
"6589",6589,384614,384655,369,18376
"6590",6590,384656,384697,333,18376
"6591",6591,384698,384750,526,18376
"6592",6592,384751,384792,443,18376
"6593",6593,384793,384851,515,18376
"6594",6594,384852,384894,338,18376
"6595",6595,384895,384959,936,18376
"6596",6596,384960,385043,973,18376
"6597",6597,385044,385099,568,18376
"6598",6598,385100,385146,317,18376
"6599",6599,385147,385224,691,18376
"6600",6600,385225,385282,393,18376
"6601",6601,385283,385349,566,18376
"6602",6602,385350,385392,332,18376
"6603",6603,385393,385458,446,18376
"6604",6604,385459,385516,453,18376
"6605",6605,385517,385583,566,18377
"6606",6606,385584,385625,266,18377
"6607",6607,385626,385680,397,18377
"6608",6608,385681,385723,362,18377
"6609",6609,385724,385789,835,18377
"6610",6610,385790,385831,185,18377
"6611",6611,385832,385911,680,18377
"6612",6612,385912,385956,451,18377
"6613",6613,385957,385999,315,18377
"6614",6614,386000,386047,346,18377
"6615",6615,386048,386129,759,18377
"6616",6616,386130,386181,463,18377
"6617",6617,386182,386233,449,18377
"6618",6618,386234,386293,391,18378
"6619",6619,386294,386344,466,18378
"6620",6620,386345,386392,313,18379
"6621",6621,386393,386437,283,18379
"6622",6622,386438,386492,891,18379
"6623",6623,386493,386541,322,18379
"6624",6624,386542,386606,632,18380
"6625",6625,386607,386646,330,18380
"6626",6626,386647,386696,391,18380
"6627",6627,386697,386747,484,18380
"6628",6628,386748,386793,430,18380
"6629",6629,386794,386840,378,18380
"6630",6630,386841,386903,688,18380
"6631",6631,386904,386956,370,18380
"6632",6632,386957,387004,292,18380
"6633",6633,387005,387085,988,18381
"6634",6634,387086,387136,363,18381
"6635",6635,387137,387189,427,18381
"6636",6636,387190,387252,741,18381
"6637",6637,387253,387314,662,18381
"6638",6638,387315,387386,770,18381
"6639",6639,387387,387445,556,18382
"6640",6640,387446,387493,351,18382
"6641",6641,387494,387564,777,18382
"6642",6642,387565,387611,233,18382
"6643",6643,387612,387683,662,18382
"6644",6644,387684,387744,582,18383
"6645",6645,387745,387786,319,18383
"6646",6646,387787,387849,433,18383
"6647",6647,387850,387927,669,18383
"6648",6648,387928,387979,456,18383
"6649",6649,387980,388030,361,18384
"6650",6650,388031,388080,412,18384
"6651",6651,388081,388139,470,18384
"6652",6652,388140,388205,442,18384
"6653",6653,388206,388260,338,18384
"6654",6654,388261,388307,234,18384
"6655",6655,388308,388369,515,18385
"6656",6656,388370,388424,410,18385
"6657",6657,388425,388486,512,18385
"6658",6658,388487,388554,825,18386
"6659",6659,388555,388626,707,18386
"6660",6660,388627,388699,789,18386
"6661",6661,388700,388758,437,18387
"6662",6662,388759,388808,583,18387
"6663",6663,388809,388863,656,18387
"6664",6664,388864,388913,397,18387
"6665",6665,388914,388958,364,18387
"6666",6666,388959,389002,245,18387
"6667",6667,389003,389077,820,18387
"6668",6668,389078,389128,319,18387
"6669",6669,389129,389188,586,18388
"6670",6670,389189,389253,669,18388
"6671",6671,389254,389308,715,18388
"6672",6672,389309,389361,542,18388
"6673",6673,389362,389400,161,18388
"6674",6674,389401,389459,616,18388
"6675",6675,389460,389495,113,18388
"6676",6676,389496,389568,609,18388
"6677",6677,389569,389631,775,18389
"6678",6678,389632,389674,349,18389
"6679",6679,389675,389734,696,18389
"6680",6680,389735,389790,364,18389
"6681",6681,389791,389854,727,18389
"6682",6682,389855,389912,338,18389
"6683",6683,389913,389976,403,18389
"6684",6684,389977,390010,345,18390
"6685",6685,390011,390061,615,18390
"6686",6686,390062,390130,756,18390
"6687",6687,390131,390208,691,18390
"6688",6688,390209,390247,115,18390
"6689",6689,390248,390303,444,18390
"6690",6690,390304,390376,941,18391
"6691",6691,390377,390421,500,18391
"6692",6692,390422,390479,553,18391
"6693",6693,390480,390515,59,18392
"6694",6694,390516,390552,342,18392
"6695",6695,390553,390601,277,18392
"6696",6696,390602,390649,313,18392
"6697",6697,390650,390709,418,18392
"6698",6698,390710,390783,837,18393
"6699",6699,390784,390841,598,18394
"6700",6700,390842,390909,604,18394
"6701",6701,390910,390974,714,18394
"6702",6702,390975,391039,475,18395
"6703",6703,391040,391081,269,18395
"6704",6704,391082,391135,531,18395
"6705",6705,391136,391197,494,18396
"6706",6706,391198,391264,542,18396
"6707",6707,391265,391321,753,18396
"6708",6708,391322,391382,559,18396
"6709",6709,391383,391459,751,18396
"6710",6710,391460,391536,673,18396
"6711",6711,391537,391597,404,18396
"6712",6712,391598,391666,580,18396
"6713",6713,391667,391728,338,18396
"6714",6714,391729,391790,369,18397
"6715",6715,391791,391858,608,18397
"6716",6716,391859,391924,362,18398
"6717",6717,391925,391982,478,18398
"6718",6718,391983,392042,402,18398
"6719",6719,392043,392110,526,18399
"6720",6720,392111,392172,289,18399
"6721",6721,392173,392235,422,18399
"6722",6722,392236,392315,875,18399
"6723",6723,392316,392367,323,18400
"6724",6724,392368,392409,318,18400
"6725",6725,392410,392457,318,18401
"6726",6726,392458,392517,483,18401
"6727",6727,392518,392555,366,18401
"6728",6728,392556,392625,666,18401
"6729",6729,392626,392670,358,18401
"6730",6730,392671,392726,395,18401
"6731",6731,392727,392836,2654,18401
"6732",6732,392837,392892,421,18401
"6733",6733,392893,392935,444,18401
"6734",6734,392936,393004,780,18402
"6735",6735,393005,393063,463,18402
"6736",6736,393064,393121,503,18402
"6737",6737,393122,393174,529,18402
"6738",6738,393175,393256,674,18402
"6739",6739,393257,393326,608,18402
"6740",6740,393327,393373,108,18402
"6741",6741,393374,393451,849,18403
"6742",6742,393452,393500,311,18403
"6743",6743,393501,393578,881,18403
"6744",6744,393579,393639,495,18403
"6745",6745,393640,393719,691,18403
"6746",6746,393720,393764,344,18404
"6747",6747,393765,393828,476,18404
"6748",6748,393829,393884,398,18404
"6749",6749,393885,393947,540,18405
"6750",6750,393948,394015,904,18405
"6751",6751,394016,394060,125,18405
"6752",6752,394061,394127,433,18405
"6753",6753,394128,394201,601,18405
"6754",6754,394202,394275,549,18405
"6755",6755,394276,394339,487,18406
"6756",6756,394340,394401,426,18406
"6757",6757,394402,394458,522,18406
"6758",6758,394459,394533,781,18407
"6759",6759,394534,394590,325,18408
"6760",6760,394591,394671,806,18408
"6761",6761,394672,394731,412,18408
"6762",6762,394732,394793,460,18408
"6763",6763,394794,394846,351,18409
"6764",6764,394847,394909,420,18409
"6765",6765,394910,394967,439,18409
"6766",6766,394968,395016,364,18409
