"","X","ART_NUM","ART_START","ART_END","WORDS","vader_score_neg","vader_score_neu","vader_score_pos","vader_score_compound","DATE","Argentina","Bangladesh","Bahrain","Brazil","Bulgaria","Chile","China","Colombia","Czech Republic","Egypt","Estonia","Greece","Hungary","India","Indonesia","Iran","Israel","Jordan","Kazakhstan","Kenya","Lebanon","Malaysia","Mauritius","Mexico","Morocco","Malaysia.1","Nigeria","Oman","Pakistan","Peru","Philippines","Poland","Qatar","Romania","Russia","Slovakia","Slovenia","Saudi Arabia","South Africa","South Korea","Sri Lanka","Taiwan","Thailand","Tunisia","Turkey","Ukraine","United Arab Emirates","Venezuela","Vietnam"
"54",442,443,20122,20175,1553,0.022,0.911,0.067,0.996,18420,2,0,0,2,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"55",589,590,30756,30823,2608,0.06,0.851,0.089,0.9971,18571,0,0,0,0,0,0,2,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56",929,930,56808,56834,517,0.089,0.846,0.065,-0.7768,18353,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"57",992,993,59116,59140,140,0,0.878,0.122,0.9403,18395,0,0,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"58",1086,1087,62719,62745,239,0.02,0.861,0.119,0.9719,18480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"59",794,795,50874,50888,73,0.08,0.886,0.034,-0.4588,18583,0,0,0,1,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"60",308,309,13680,13723,1245,0.034,0.908,0.058,0.9545,18534,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61",1033,1034,60823,60857,351,0.047,0.837,0.116,0.9716,18432,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62",1109,1110,63581,63620,144,0,0.93,0.07,0.9413,18497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"63",871,872,54442,54470,268,0.032,0.866,0.102,0.9517,18324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
