"","X","ART_NUM","ART_START","ART_END","WORDS","vader_score_neg","vader_score_neu","vader_score_pos","vader_score_compound","DATE","Argentina","Bangladesh","Bahrain","Brazil","Bulgaria","Chile","China","Colombia","Czech Republic","Egypt","Estonia","Greece","Hungary","India","Indonesia","Iran","Israel","Jordan","Kazakhstan","Kenya","Lebanon","Malaysia","Mauritius","Mexico","Morocco","Malaysia.1","Nigeria","Oman","Pakistan","Peru","Philippines","Poland","Qatar","Romania","Russia","Slovakia","Slovenia","Saudi Arabia","South Africa","South Korea","Sri Lanka","Taiwan","Thailand","Tunisia","Turkey","Ukraine","United Arab Emirates","Venezuela","Vietnam"
"75",1090,1091,61788,61835,316,0.057,0.846,0.097,0.9686,18444,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"76",12796,12797,776719,776775,496,0.031,0.893,0.076,0.9237,18394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"77",4710,4711,271096,271155,434,0.091,0.867,0.042,-0.974,18559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0
"78",6660,6661,388700,388758,437,0.058,0.868,0.074,0.7906,18387,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79",13351,13352,809856,809917,759,0.034,0.857,0.108,0.9954,18506,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80",13988,13989,849429,849495,788,0.072,0.846,0.082,0.4721,18610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81",16093,16094,977359,977428,768,0.046,0.906,0.048,-0.0463,18596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"82",12213,12214,741660,741726,449,0.049,0.812,0.139,0.9951,18296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"83",7173,7174,420912,420958,336,0.083,0.853,0.064,-0.8078,18506,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"84",269,270,15209,15265,626,0.093,0.814,0.093,-0.8738,18308,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85",2450,2451,139122,139187,420,0.08,0.87,0.05,-0.9545,18284,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"86",4144,4145,234973,235030,399,0.027,0.922,0.051,0.9186,18533,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
